id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
153,Nebraska,Omaha/Valley,3,Fri 5/5,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.42,70.93,75,11,SE,6.37,0,1008,98,1683309600,-18000
154,Nebraska,Omaha/Valley,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.64,75,59,17,SE,0.52,0,1011,82,1683396000,-18000
155,Nebraska,Omaha/Valley,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,59.94,85.1,41,17,E,0.54,0,1007,67,1683482400,-18000
156,North Dakota,Bismarck,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.21,72.63,33,8,S,0,0,1010,8,1683136800,-18000
157,North Dakota,Bismarck,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.22,69.24,46,11,NE,0,0,1010,0,1683223200,-18000
158,North Dakota,Bismarck,3,Fri 5/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,43.39,62.22,51,16,NE,0,0,1013,53,1683309600,-18000
159,North Dakota,Bismarck,4,Sat 5/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,47.35,50.2,95,15,E,7.39,0,1013,100,1683396000,-18000
160,North Dakota,Bismarck,5,Sun 5/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,49.77,60.53,80,12,NE,18.02,0,1008,100,1683482400,-18000
161,North Dakota,Grand Forks,1,Wed 5/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.89,72.23,37,10,SW,0,0,1010,85,1683136800,-18000
162,North Dakota,Grand Forks,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.67,64.33,51,13,NE,0,0,1011,10,1683223200,-18000
163,North Dakota,Grand Forks,3,Fri 5/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,43.34,56.01,67,14,NE,0,0,1017,75,1683309600,-18000
164,North Dakota,Grand Forks,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.27,59.43,71,15,E,1.84,0,1018,100,1683396000,-18000
165,North Dakota,Grand Forks,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.7,59.25,87,15,E,4.41,0,1013,100,1683482400,-18000
166,South Dakota,Aberdeen,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.5,69.98,43,11,S,0,0,1012,7,1683136800,-18000
167,South Dakota,Aberdeen,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.51,70.29,47,13,NE,0,0,1009,1,1683223200,-18000
168,South Dakota,Aberdeen,3,Fri 5/5,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,45.45,62.04,62,14,NE,0,0,1012,21,1683309600,-18000
169,South Dakota,Aberdeen,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,50.11,61.63,80,12,E,3.23,0,1012,100,1683396000,-18000
170,South Dakota,Aberdeen,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.46,65.43,77,13,SE,3.25,0,1009,94,1683482400,-18000
171,South Dakota,Rapid City,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.12,76.39,34,16,SW,0.91,0,1006,30,1683136800,-21600
172,South Dakota,Rapid City,2,Thu 5/4,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,50.29,71.91,43,15,NE,0,0,1006,18,1683223200,-21600
173,South Dakota,Rapid City,3,Fri 5/5,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.58,59.25,73,15,SE,3.2,0,1011,100,1683309600,-21600
174,South Dakota,Rapid City,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.01,72.41,26,20,S,1.67,0,1004,3,1683396000,-21600
175,South Dakota,Rapid City,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.47,63.23,48,20,NW,0.73,0,1010,15,1683482400,-21600
176,South Dakota,Sioux Falls,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.06,67.86,39,8,S,0,0,1014,0,1683136800,-18000
177,South Dakota,Sioux Falls,2,Thu 5/4,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,49.19,75.09,53,11,E,4.36,0,1007,4,1683223200,-18000
178,South Dakota,Sioux Falls,3,Fri 5/5,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,55.15,61.36,85,12,NE,5.59,0,1009,100,1683309600,-18000
179,South Dakota,Sioux Falls,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,55.92,68.27,81,19,E,2.06,0,1012,100,1683396000,-18000
180,South Dakota,Sioux Falls,5,Sun 5/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,55.29,61.36,91,17,E,9.66,0,1010,97,1683482400,-18000
181,Wisconsin,Green Bay,1,Wed 5/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.03,51.85,64,14,NW,0,0,1014,94,1683133200,-18000
182,Wisconsin,Green Bay,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.01,53.76,74,14,E,2.98,0,1016,100,1683219600,-18000
183,Wisconsin,Green Bay,3,Fri 5/5,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,44.62,50.49,95,16,E,30.98,0,1019,100,1683306000,-18000
184,Wisconsin,Green Bay,4,Sat 5/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.88,59.49,60,12,E,0,0,1023,92,1683392400,-18000
185,Wisconsin,Green Bay,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.77,58.87,63,12,E,0,0,1020,97,1683478800,-18000
186,Wisconsin,La Crosse,1,Wed 5/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,34.3,59.14,53,7,N,0,0,1014,29,1683136800,-18000
187,Wisconsin,La Crosse,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.15,70.09,55,10,S,0.97,0,1011,14,1683223200,-18000
188,Wisconsin,La Crosse,3,Fri 5/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.42,66.49,73,13,SE,3.87,0,1012,87,1683309600,-18000
189,Wisconsin,La Crosse,4,Sat 5/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.67,66.22,63,12,SE,0,0,1019,47,1683396000,-18000
190,Wisconsin,La Crosse,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.31,66.24,67,15,E,0.6,0,1015,80,1683482400,-18000
191,Wisconsin,Milwaukee/Sullivan,1,Wed 5/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,33.51,54.18,61,13,NW,0,0,1014,31,1683133200,-18000
192,Wisconsin,Milwaukee/Sullivan,2,Thu 5/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,36.91,64.96,57,11,E,0,0,1015,30,1683219600,-18000
193,Wisconsin,Milwaukee/Sullivan,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.57,65.75,59,16,SE,0,0,1016,91,1683306000,-18000
194,Wisconsin,Milwaukee/Sullivan,4,Sat 5/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,45.37,60.85,62,14,E,0,0,1021,54,1683392400,-18000
195,Wisconsin,Milwaukee/Sullivan,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.37,60.3,64,15,E,0,0,1018,87,1683478800,-18000
196,Wyoming,Cheyenne,1,Wed 5/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.55,71.6,15,18,W,0,0,1007,57,1683136800,-21600
197,Wyoming,Cheyenne,2,Thu 5/4,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.09,70.41,37,26,S,3.47,0,1003,100,1683223200,-21600
198,Wyoming,Cheyenne,3,Fri 5/5,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,42.8,65.07,27,23,SW,6.83,0,1006,2,1683309600,-21600
199,Wyoming,Cheyenne,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.77,57.65,39,20,SW,3.12,0,1007,49,1683396000,-21600
200,Wyoming,Cheyenne,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.23,58.41,25,18,S,0.59,0,1010,57,1683482400,-21600
201,Wyoming,Riverton,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.52,73.15,17,14,E,0,0,1006,0,1683140400,-21600
202,Wyoming,Riverton,2,Thu 5/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.83,68.29,33,24,S,0,0,1002,100,1683226800,-21600
203,Wyoming,Riverton,3,Fri 5/5,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.01,62.76,21,27,S,0,0,1003,0,1683313200,-21600
204,Wyoming,Riverton,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.84,58.62,28,20,W,0.85,0,1004,5,1683399600,-21600
205,Wyoming,Riverton,5,Sun 5/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,41.85,62.35,33,11,NW,0,0,1012,25,1683486000,-21600
206,Maine,Caribou,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.39,38.52,92,11,NE,1.14,0,1008,100,1683129600,-14400
207,Maine,Caribou,2,Thu 5/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.5,40.87,96,13,N,0,0,1015,100,1683216000,-14400
208,Maine,Caribou,3,Fri 5/5,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,35.6,58.24,46,12,N,0,0,1020,28,1683302400,-14400
209,Maine,Caribou,4,Sat 5/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,38.93,60.96,46,12,NW,0,0,1016,36,1683388800,-14400
210,Maine,Caribou,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.15,59.94,48,14,NW,0,0,1011,98,1683475200,-14400
211,Maine,Gray/Portland,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.43,44.6,95,11,NE,2.57,0,1001,100,1683129600,-14400
212,Maine,Gray/Portland,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.95,43.52,92,10,N,2.8,0,1012,100,1683216000,-14400
213,Maine,Gray/Portland,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.29,53.55,64,10,N,0,0,1021,98,1683302400,-14400
214,Maine,Gray/Portland,4,Sat 5/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,39.63,67.48,42,8,W,0,0,1019,25,1683388800,-14400
215,Maine,Gray/Portland,5,Sun 5/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,45.7,66.24,38,11,NW,0,0,1014,14,1683475200,-14400
216,Massachusetts,Boston,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.38,58.15,64,7,S,0.96,0,999,79,1683129600,-14400
217,Massachusetts,Boston,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.35,45.43,87,11,N,0.36,0,1010,100,1683216000,-14400
218,Massachusetts,Boston,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.72,51.89,85,8,N,0,0,1021,100,1683302400,-14400
219,Massachusetts,Boston,4,Sat 5/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.34,66.33,42,6,S,0,0,1021,5,1683388800,-14400
220,Massachusetts,Boston,5,Sun 5/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.02,67.78,38,8,W,0,0,1016,2,1683475200,-14400
221,New Jersey,Mount Holly/Philadelphia,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.95,54.16,59,9,W,0.31,0,999,95,1683129600,-14400
222,New Jersey,Mount Holly/Philadelphia,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.35,51.64,81,9,W,0.92,0,1011,100,1683216000,-14400
223,New Jersey,Mount Holly/Philadelphia,3,Fri 5/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.01,58.28,59,8,N,2.4,0,1021,43,1683302400,-14400
224,New Jersey,Mount Holly/Philadelphia,4,Sat 5/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.47,66.11,48,7,S,0,0,1024,7,1683388800,-14400
225,New Jersey,Mount Holly/Philadelphia,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.63,70.63,44,8,W,0,0,1019,93,1683475200,-14400
226,New York,Albany,1,Wed 5/3,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,41.41,47.98,85,7,W,4.98,0,999,100,1683129600,-14400
227,New York,Albany,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.76,50.56,85,6,N,3.58,0,1012,100,1683216000,-14400
228,New York,Albany,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39,54.12,69,7,NW,0,0,1023,100,1683302400,-14400
229,New York,Albany,4,Sat 5/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.67,65.25,44,6,NW,0,0,1023,6,1683388800,-14400
230,New York,Albany,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.94,65.93,52,10,W,0,0,1019,100,1683475200,-14400
231,New York,Binghamton,1,Wed 5/3,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,37.24,41.23,96,7,NW,1.54,2.11,1000,100,1683133200,-14400
232,New York,Binghamton,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.35,49.84,90,9,NW,0.85,0,1013,100,1683219600,-14400
233,New York,Binghamton,3,Fri 5/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,39.43,51.93,71,7,NW,0.37,0,1023,100,1683306000,-14400
234,New York,Binghamton,4,Sat 5/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,39.34,60.49,46,7,NW,0,0,1022,47,1683392400,-14400
235,New York,Binghamton,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,40.14,62.2,49,7,NW,0,0,1018,87,1683478800,-14400
236,New York,Buffalo,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.93,45.34,96,10,N,6.75,0,1001,100,1683133200,-14400
237,New York,Buffalo,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.55,45.07,94,8,NW,2.04,0,1016,100,1683219600,-14400
238,New York,Buffalo,3,Fri 5/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,39.09,51.64,61,10,NE,0,0,1024,70,1683306000,-14400
239,New York,Buffalo,4,Sat 5/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,38.57,60.08,48,8,N,0,0,1024,70,1683392400,-14400
240,New York,Buffalo,5,Sun 5/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,43.47,64.89,45,6,N,0,0,1019,65,1683478800,-14400
241,New York,New York/Upton,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.25,52.48,63,11,SW,0.32,0,999,38,1683129600,-14400
242,New York,New York/Upton,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.28,50.23,71,17,NE,0.23,0,1010,100,1683216000,-14400
243,New York,New York/Upton,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.91,52.54,66,9,N,0,0,1022,97,1683302400,-14400
244,New York,New York/Upton,4,Sat 5/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.16,60.51,52,11,SW,0,0,1023,4,1683388800,-14400
245,New York,New York/Upton,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.84,61.88,59,7,SW,0,0,1018,99,1683475200,-14400
246,North Carolina,Newport/Morehead City,1,Wed 5/3,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,53.62,68.07,30,21,W,0,0,1003,22,1683133200,-14400
247,North Carolina,Newport/Morehead City,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.01,66.9,38,13,W,0,0,1014,2,1683219600,-14400
248,North Carolina,Newport/Morehead City,3,Fri 5/5,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.99,69.93,37,11,SE,0,0,1022,82,1683306000,-14400
249,North Carolina,Newport/Morehead City,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,59.27,62.83,85,6,SE,7.8,0,1022,100,1683392400,-14400
250,North Carolina,Newport/Morehead City,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.16,70.27,85,11,NW,9.15,0,1015,86,1683478800,-14400
251,North Carolina,Raleigh,1,Wed 5/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,48.13,60.35,51,18,W,0,0,1004,61,1683133200,-14400
252,North Carolina,Raleigh,2,Thu 5/4,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.11,66.99,40,10,W,0,0,1015,26,1683219600,-14400
253,North Carolina,Raleigh,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.61,70.32,42,6,S,0,0,1022,95,1683306000,-14400
254,North Carolina,Raleigh,4,Sat 5/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,56.7,60.01,96,6,NE,15.49,0,1022,100,1683392400,-14400
255,North Carolina,Raleigh,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,56.53,65.37,85,7,N,3.21,0,1018,100,1683478800,-14400
256,North Carolina,Wilmington,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.4,69.71,30,19,W,0,0,1004,2,1683133200,-14400
257,North Carolina,Wilmington,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.18,69.37,31,11,W,0,0,1015,0,1683219600,-14400
258,North Carolina,Wilmington,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.32,70.3,46,10,SE,0,0,1022,86,1683306000,-14400
259,North Carolina,Wilmington,4,Sat 5/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.44,63.46,88,10,E,13.77,0,1022,100,1683392400,-14400
260,North Carolina,Wilmington,5,Sun 5/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,63.03,74.21,65,10,NW,14.76,0,1015,75,1683478800,-14400
261,Ohio,Cleveland,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.58,45.61,89,23,W,4.14,0,1005,100,1683133200,-14400
262,Ohio,Cleveland,2,Thu 5/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.72,49.06,78,14,NW,0,0,1017,98,1683219600,-14400
263,Ohio,Cleveland,3,Fri 5/5,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,41.16,53.51,67,13,NE,0,0,1022,12,1683306000,-14400
264,Ohio,Cleveland,4,Sat 5/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.3,56.37,62,15,NE,0,0,1022,98,1683392400,-14400
265,Ohio,Cleveland,5,Sun 5/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,46.58,56.41,72,10,N,0,0,1019,48,1683478800,-14400
266,Ohio,Wilmington,1,Wed 5/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,37.92,50.41,69,18,W,0,0,1009,99,1683133200,-14400
267,Ohio,Wilmington,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.54,59.72,53,8,W,0,0,1017,6,1683219600,-14400
268,Ohio,Wilmington,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.84,62.62,58,10,E,0,0,1020,100,1683306000,-14400
269,Ohio,Wilmington,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.03,64.99,65,11,NE,0.54,0,1018,98,1683392400,-14400
270,Ohio,Wilmington,5,Sun 5/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.89,72.1,56,8,NE,0,0,1017,7,1683478800,-14400
271,Pennsylvania,Pittsburgh,1,Wed 5/3,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,35.2,41.7,98,12,NW,3.27,0.88,1003,100,1683133200,-14400
272,Pennsylvania,Pittsburgh,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.03,50.02,78,10,W,1.89,0,1015,100,1683219600,-14400
273,Pennsylvania,Pittsburgh,3,Fri 5/5,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,35.28,62.28,45,7,NE,0,0,1022,14,1683306000,-14400
274,Pennsylvania,Pittsburgh,4,Sat 5/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.04,66.79,42,9,NE,0,0,1020,86,1683392400,-14400
275,Pennsylvania,Pittsburgh,5,Sun 5/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,44.35,71.06,37,5,N,0,0,1017,15,1683478800,-14400
276,Pennsylvania,State College,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.91,43.72,89,11,W,3.14,0,1001,100,1683133200,-14400
277,Pennsylvania,State College,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.45,50.56,69,9,NW,0.75,0,1014,98,1683219600,-14400
278,Pennsylvania,State College,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.97,55,52,6,N,0,0,1023,96,1683306000,-14400
279,Pennsylvania,State College,4,Sat 5/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,36.05,63.16,44,5,E,0,0,1022,17,1683392400,-14400
280,Pennsylvania,State College,5,Sun 5/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,41.5,68.63,42,5,N,0,0,1018,52,1683478800,-14400
281,South Carolina,Charleston,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.02,73.62,24,15,W,0,0,1008,0,1683133200,-14400
282,South Carolina,Charleston,2,Thu 5/4,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,49.59,74.41,27,6,W,0,0,1016,15,1683219600,-14400
283,South Carolina,Charleston,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.65,76.05,37,10,SE,0,0,1021,100,1683306000,-14400
284,South Carolina,Charleston,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.29,76.15,55,10,SE,1.64,0,1019,92,1683392400,-14400
285,South Carolina,Charleston,5,Sun 5/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.34,81.18,54,7,NW,8.4,0,1015,86,1683478800,-14400
286,South Carolina,Columbia,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.73,71.08,33,16,W,0,0,1008,1,1683133200,-14400
287,South Carolina,Columbia,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.06,71.22,37,6,SW,0,0,1016,1,1683219600,-14400
288,South Carolina,Columbia,3,Fri 5/5,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.07,72.48,47,9,SW,1.83,0,1021,100,1683306000,-14400
289,South Carolina,Columbia,4,Sat 5/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,55.98,71.69,89,6,N,5.62,0,1019,100,1683392400,-14400
290,South Carolina,Columbia,5,Sun 5/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.02,72.16,77,7,NE,2.1,0,1017,100,1683478800,-14400
291,South Carolina,Greenville-Spartanburg,1,Wed 5/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.96,66.16,32,16,NW,0,0,1007,3,1683133200,-14400
292,South Carolina,Greenville-Spartanburg,2,Thu 5/4,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.62,68.56,40,10,NW,0,0,1016,0,1683219600,-14400
293,South Carolina,Greenville-Spartanburg,3,Fri 5/5,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,46.72,63.79,60,8,NE,3.35,0,1021,100,1683306000,-14400
294,South Carolina,Greenville-Spartanburg,4,Sat 5/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,52.25,57.7,97,7,NE,9.77,0,1020,100,1683392400,-14400
295,South Carolina,Greenville-Spartanburg,5,Sun 5/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.46,70.41,67,6,NE,0,0,1016,91,1683478800,-14400
296,Vermont,Burlington,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.62,47.52,89,6,NE,5.23,0,999,100,1683129600,-14400
297,Vermont,Burlington,2,Thu 5/4,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.76,49.82,80,13,NW,0,0,1013,100,1683216000,-14400
298,Vermont,Burlington,3,Fri 5/5,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.45,50.52,74,12,NW,0,0,1023,100,1683302400,-14400
299,Vermont,Burlington,4,Sat 5/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,41.94,59.74,62,7,NW,0,0,1023,42,1683388800,-14400
300,Vermont,Burlington,5,Sun 5/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,48.67,59.02,65,8,NW,0,0,1018,71,1683475200,-14400
301,Virginia,Baltimore/Washington,1,Wed 5/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.44,52.97,57,16,W,0.78,0,1002,94,1683133200,-14400
302,Virginia,Baltimore/Washington,2,Thu 5/4,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.04,55.87,61,12,W,0.12,0,1014,100,1683219600,-14400
303,Virginia,Baltimore/Washington,3,Fri 5/5,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,39.69,58.95,54,7,NE,0,0,1022,42,1683306000,-14400
304,Virginia,Baltimore/Washington,4,Sat 5/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,47.08,65.41,48,5,SE,0,0,1022,74,1683392400,-14400
